country_name,country_code,indicator_status,year,financial_normalized_final,financial_rank
"Latin America & Caribbean (excluding high income)",LAC,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak",2022,0.33947705,111
"Sierra Leone",SLE,"GDP: Growing Economy | Interest Rate: Normal Cost | Inflation: Price Stable",2022,0.33830305,112
Estonia,EST,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak",2022,0.33686364,113
Namibia,NAM,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2022,0.33655518,114
Switzerland,CHE,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2022,0.33523861,115
Paraguay,PRY,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2022,0.33506411,116
Angola,AGO,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2022,0.33353426,117
Poland,POL,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.32855968,118
"Europe & Central Asia (excluding high income)",ECA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2022,0.32844045,119
"Central Europe and the Baltics",CEB,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak",2022,0.32765425,120
Slovenia,SVN,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable",2022,0.32732922,121
Turkiye,TUR,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.32692099,122
"South Africa",ZAF,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2022,0.32690465,123
Serbia,SRB,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.32226626,124
Senegal,SEN,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak",2022,0.31705503,125
Ireland,IRL,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable",2022,0.31674614,126
Togo,TGO,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.31546180,127
Lithuania,LTU,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak",2022,0.31515342,128
Malawi,MWI,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2022,0.31464258,129
Belarus,BLR,"Inflation: Price Stable | GDP: Weak Economy",2022,0.31449634,130
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak",2022,0.31347354,131
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.31298028,132
Niger,NER,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.31004432,133
"Burkina Faso",BFA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2022,0.30941930,134
"Cote d'Ivoire",CIV,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.30871095,135
Latvia,LVA,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak",2022,0.30799707,136
"Solomon Islands",SLB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2022,0.30734354,137
Mali,MLI,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable",2022,0.30627832,138
Benin,BEN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2022,0.30456812,139
Djibouti,DJI,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable",2022,0.30444925,140
Kazakhstan,KAZ,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.30343345,141
"Saudi Arabia",SAU,"GDP: Growing Economy | Inflation: Price Stable",2022,0.29792589,142
Tanzania,TZA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2022,0.29680421,143
Iraq,IRQ,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2022,0.29648791,144
Guinea-Bissau,GNB,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.29625274,145
Uganda,UGA,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.29566219,146
Panama,PAN,"GDP: Growing Economy | Inflation: Price Stable",2022,0.29555643,147
Timor-Leste,TLS,"GDP: Weak Economy | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak",2022,0.29244037,148
Pakistan,PAK,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.29090516,149
"Viet Nam",VNM,"Inflation: Price Stable | GDP: Growing Economy",2022,0.28965960,150
Oman,OMN,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28863606,151
"St. Kitts and Nevis",KNA,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2022,0.28792899,152
"United Arab Emirates",ARE,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28646293,153
India,IND,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28615509,154
"Arab World",ARB,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28534857,155
"South Asia",SAS,"Inflation: Price Stable | GDP: Growing Economy",2022,0.28479200,156
"South Asia (IDA & IBRD)",TSA,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28479200,156
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28405337,158
Bahrain,BHR,"Inflation: Price Stable | GDP: Growing Economy",2022,0.28402156,159
Israel,ISR,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28390834,160
Mauritania,MRT,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28319960,161
Bhutan,BTN,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2022,0.28262320,162
"Lower middle income",LMC,"Inflation: Price Stable | GDP: Growing Economy",2022,0.28261559,163
"Papua New Guinea",PNG,"Inflation: Price Stable | GDP: Growing Economy",2022,0.28231509,164
"Early-demographic dividend",EAR,"GDP: Growing Economy | Inflation: Price Stable",2022,0.28228647,165
"IDA blend",IDB,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27979745,166
Kiribati,KIR,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27964021,167
Kenya,KEN,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27942768,168
"Gambia, The",GMB,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27941269,169
Liberia,LBR,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27933880,170
Zambia,ZMB,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27896392,171
"Heavily indebted poor countries (HIPC)",HPC,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27868609,172
"Pre-demographic dividend",PRE,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27858312,173
"IDA total",IDA,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27849657,174
"Least developed countries: UN classification",LDC,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27848502,175
Chad,TCD,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27845431,176
"Africa Western and Central",AFW,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27841478,177
Singapore,SGP,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27827805,178
Canada,CAN,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27820690,179
"IDA only",IDX,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27742530,180
Cameroon,CMR,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27737641,181
Mongolia,MNG,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27695699,182
"Sub-Saharan Africa",SSF,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27688915,183
"Sub-Saharan Africa (IDA & IBRD countries)",TSS,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27688915,183
"Equatorial Guinea",GNQ,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27673198,185
"Sub-Saharan Africa (excluding high income)",SSA,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27670412,186
Gabon,GAB,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27652979,187
"New Zealand",NZL,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27646956,188
Guinea,GIN,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27628716,189
"Africa Eastern and Southern",AFE,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27555983,190
"Low income",LIC,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27520898,191
Peru,PER,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27443015,192
Nigeria,NGA,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27390013,193
"Congo, Rep.",COG,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27337675,194
Morocco,MAR,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27275584,195
Germany,DEU,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27267555,196
Comoros,COM,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27233854,197
Vanuatu,VUT,"Private Credit: Weak | GDP: Growing Economy | Interest Rate: Normal Cost | Private Credit: Weak",2022,0.27135018,198
"Fragile and conflict affected situations",FCS,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27127256,199
Ethiopia,ETH,"Inflation: Price Stable | GDP: Growing Economy",2022,0.27046228,200
"Europe & Central Asia (IDA & IBRD countries)",TEC,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27033047,201
"Central African Republic",CAF,"GDP: Growing Economy | Inflation: Price Stable",2022,0.27002331,202
Burundi,BDI,"GDP: Growing Economy | Inflation: Price Stable",2022,0.26929354,203
Ukraine,UKR,"GDP: Weak Economy | Inflation: Price Stable | Interest Rate: Normal Cost",2022,0.26899143,204
"Lao PDR",LAO,"GDP: Growing Economy | Inflation: Price Stable",2022,0.26860493,205
Ghana,GHA,"GDP: Growing Economy | Inflation: Price Stable",2022,0.26795235,206
"South Sudan",SSD,"Inflation: Price Stable | Interest Rate: Low Cost",2022,0.26761225,207
"Sao Tome and Principe",STP,"Inflation: Price Stable | GDP: Growing Economy",2022,0.26462297,208
"Iran, Islamic Rep.",IRN,"Inflation: Price Stable | GDP: Growing Economy",2022,0.26454815,209
"Russian Federation",RUS,"GDP: Growing Economy | Inflation: Price Stable",2022,0.26253196,210
Haiti,HTI,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2022,0.26127718,211
Libya,LBY,"Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable | Private Credit: Weak",2022,0.26072575,212
"Euro area",EMU,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak",2022,0.24953125,213
Tonga,TON,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2022,0.24637020,214
Suriname,SUR,"Interest Rate: Normal Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2022,0.23945457,215
"Sri Lanka",LKA,"Inflation: Price Stable | GDP: Weak Economy",2022,0.23510568,216
"Kyrgyz Republic",KGZ,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2022,0.23000009,217
Eswatini,SWZ,"Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak",2022,0.21033310,218
Argentina,ARG,"GDP: Growing Economy | Interest Rate: Normal Cost",2022,0.20915081,219
Barbados,BRB,"GDP: Growing Economy",2022,0.16566957,220
"Turks and Caicos Islands",TCA,"GDP: Growing Economy",2022,0.15840722,221
"Sint Maarten (Dutch part)",SXM,"GDP: Growing Economy",2022,0.15796777,222
Madagascar,MDG,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2022,0.15712158,223
Monaco,MCO,"GDP: Growing Economy",2022,0.15188497,224
Aruba,ABW,"GDP: Growing Economy",2022,0.15042788,225
Andorra,AND,"GDP: Growing Economy",2022,0.14793000,226
"Congo, Dem. Rep.",COD,"GDP: Growing Economy",2022,0.14735178,227
Tajikistan,TJK,"GDP: Growing Economy",2022,0.14432195,228
"Venezuela, RB",VEN,"GDP: Growing Economy",2022,0.14432195,228
"San Marino",SMR,"Inflation: Price Stable",2022,0.14325899,230
Curacao,CUW,"GDP: Growing Economy",2022,0.14180094,231
Bermuda,BMU,"GDP: Growing Economy",2022,0.14080641,232
Palau,PLW,"Inflation: Price Stable",2022,0.14057482,233
Turkmenistan,TKM,"GDP: Growing Economy",2022,0.14015882,234
Afghanistan,AFG,"Inflation: Price Stable",2022,0.14005480,235
Zimbabwe,ZWE,"GDP: Growing Economy",2022,0.14002004,236
Myanmar,MMR,"GDP: Growing Economy",2022,0.13516306,237
"Faroe Islands",FRO,"GDP: Growing Economy",2022,0.13474674,238
"Puerto Rico (US)",PRI,"GDP: Growing Economy",2022,0.13266518,239
"French Polynesia",PYF,"GDP: Growing Economy",2022,0.13261892,240
Nauru,NRU,"GDP: Growing Economy",2022,0.13248015,241
"Somalia, Fed. Rep.",SOM,"GDP: Growing Economy",2022,0.13211009,242
Cuba,CUB,"GDP: Growing Economy",2022,0.12991288,243
"Marshall Islands",MHL,"GDP: Growing Economy",2022,0.12420014,244
Sudan,SDN,"GDP: Growing Economy",2022,0.12359880,245
"Micronesia, Fed. Sts.",FSM,NULL,2022,0.11908874,246
Lebanon,LBN,"Inflation: Manageable",2022,0.07983304,247
"Hong Kong SAR, China",HKG,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Healthy | Private Credit: Healthy",2023,0.67760015,1
China,CHN,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Average | Private Credit: Average",2023,0.59784219,2
"Macao SAR, China",MAC,"GDP: Very Strong Economy | Interest Rate: High Cost | Private Credit: Average | Private Credit: Average",2023,0.55779805,3
"Korea, Rep.",KOR,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2023,0.55309406,4
"United States",USA,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2023,0.54696967,5
"North America",NAC,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.54676114,6
Japan,JPN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2023,0.54356897,7
Thailand,THA,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Average | Private Credit: Average",2023,0.53918287,8
"East Asia & Pacific (excluding high income)",EAP,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2023,0.52123171,9
"East Asia & Pacific (IDA & IBRD countries)",TEA,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.52116288,10
"East Asia & Pacific",EAS,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.51938946,11
Fiji,FJI,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.50258113,12
"Late-demographic dividend",LTE,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2023,0.49115510,13
Malaysia,MYS,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2023,0.48769028,14
"Post-demographic dividend",PST,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.48508761,15
Norway,NOR,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2023,0.47980769,16
"High income",HIC,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2023,0.47717893,17
Denmark,DNK,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2023,0.47430733,18
"Upper middle income",UMC,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.47104692,19
"OECD members",OED,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.47061954,20
World,WLD,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2023,0.47009129,21
Qatar,QAT,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2023,0.46911759,22
Cambodia,KHM,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.46053189,23
Samoa,WSM,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.45921514,24
"IBRD only",IBD,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.45867163,25
"Middle income",MIC,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2023,0.45855456,26
"Low & middle income",LMY,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.45694154,27
Australia,AUS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2023,0.45143482,28
Iceland,ISL,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.45027079,29
"IDA & IBRD total",IBT,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2023,0.45026328,30
Sweden,SWE,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2023,0.44463340,31
Jordan,JOR,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2023,0.43700832,32
"United Kingdom",GBR,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2023,0.43068172,33
Mauritius,MUS,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2023,0.42779528,34
Honduras,HND,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.42712643,35
France,FRA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.42650157,36
Georgia,GEO,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2023,0.42223388,37
Chile,CHL,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.41900517,38
Italy,ITA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.41473893,39
Armenia,ARM,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.40999533,40
Grenada,GRD,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.40269168,41
"North Macedonia",MKD,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.40255237,42
Montenegro,MNE,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost",2023,0.40133833,43
"Pacific island small states",PSS,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.40001056,44
Guyana,GUY,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.39833530,45
Nepal,NPL,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.39731497,46
"Costa Rica",CRI,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2023,0.39693198,47
"Bosnia and Herzegovina",BIH,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.39671572,48
Luxembourg,LUX,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.39658215,49
"St. Lucia",LCA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2023,0.39334251,50
Finland,FIN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.39330153,51
Bulgaria,BGR,"Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.39228612,52
Czechia,CZE,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.39179736,53
Jamaica,JAM,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.39056949,54
Brazil,BRA,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost",2023,0.38660460,55
Bangladesh,BGD,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.38611263,56
"St. Vincent and the Grenadines",VCT,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.38584217,57
Dominica,DMA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2023,0.38509649,58
Portugal,PRT,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.38502879,59
Netherlands,NLD,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.38404219,60
"Europe & Central Asia",ECS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.38145150,61
Spain,ESP,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.38120004,62
Belize,BLZ,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.38100478,63
Austria,AUT,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2023,0.38014194,64
Malta,MLT,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.37955526,65
"Antigua and Barbuda",ATG,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.37942785,66
Albania,ALB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2023,0.37678057,67
Indonesia,IDN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2023,0.37658036,68
Guatemala,GTM,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2023,0.37628782,69
"European Union",EUU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.37566101,70
Nicaragua,NIC,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.37495956,71
Uzbekistan,UZB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2023,0.37468460,72
Maldives,MDV,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.37393063,73
Mexico,MEX,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.36869607,74
"Egypt, Arab Rep.",EGY,"Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.36792574,75
Belgium,BEL,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2023,0.36649732,76
Botswana,BWA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2023,0.36624421,77
Colombia,COL,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2023,0.36442766,78
Rwanda,RWA,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2023,0.36289332,79
"Trinidad and Tobago",TTO,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2023,0.36196742,80
Hungary,HUN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2023,0.36191132,81
Romania,ROU,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak",2023,0.36147529,82
"Dominican Republic",DOM,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost",2023,0.36121180,83
"El Salvador",SLV,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.36033986,84
Cyprus,CYP,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2023,0.35884744,85
Bolivia,BOL,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2023,0.35617762,86
"Other small states",OSS,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2023,0.35594925,87
Moldova,MDA,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.35460578,88
"Small states",SST,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.35456110,89
Uruguay,URY,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.35422777,90
"Slovak Republic",SVK,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.35393533,91
"Brunei Darussalam",BRN,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2023,0.35391545,92
Kosovo,XKX,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2023,0.35186313,93
Tunisia,TUN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.35171834,94
Paraguay,PRY,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2023,0.35006391,95
Algeria,DZA,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2023,0.34849231,96
Lesotho,LSO,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2023,0.34743174,97
Ecuador,ECU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.34702245,98
Philippines,PHL,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2023,0.34504859,99
"Latin America & the Caribbean (IDA & IBRD countries)",TLA,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2023,0.34170434,100
